"Nr OKW";"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"% głosów ważnych";"Robert BIEDROŃ";"Krzysztof BOSAK";"Andrzej Sebastian DUDA";"Szymon Franciszek HOŁOWNIA";"Marek JAKUBIAK";"Władysław Marcin KOSINIAK-KAMYSZ";"Mirosław Mariusz PIOTROWSKI";"Paweł Jan TANAJNO";"Rafał Kazimierz TRZASKOWSKI";"Waldemar Włodzimierz WITKOWSKI";"Stanisław Józef ŻÓŁTEK";"Liczba obwodów"
27;"160802";"gmina miejsko-wiejska";"gm. Gorzów Śląski";"oleski";"opolskie";"47,47";"0,69";"26,32";"73,68";"0,00";"99,31";"1,64";"4,51";"51,66";"16,16";"0,11";"3,64";"0,25";"0,25";"21,26";"0,25";"0,25";8
27;"160803";"gmina miejsko-wiejska";"gm. Olesno";"oleski";"opolskie";"52,04";"0,35";"50,00";"50,00";"0,00";"99,65";"1,62";"6,67";"36,70";"23,48";"0,30";"2,45";"0,12";"0,11";"28,24";"0,08";"0,22";18
27;"160804";"gmina miejsko-wiejska";"gm. Praszka";"oleski";"opolskie";"66,51";"0,24";"23,53";"76,47";"0,00";"99,76";"1,71";"4,88";"46,87";"18,84";"0,15";"3,06";"0,04";"0,13";"24,04";"0,08";"0,21";10
27;"160805";"gmina wiejska";"gm. Radłów";"oleski";"opolskie";"45,18";"0,39";"33,33";"66,67";"0,00";"99,61";"0,98";"5,73";"49,25";"21,54";"0,13";"3,64";"0,20";"0,20";"18,09";"0,00";"0,26";3
27;"160806";"gmina wiejska";"gm. Rudniki";"oleski";"opolskie";"62,70";"0,46";"36,84";"63,16";"0,00";"99,54";"1,14";"4,47";"54,88";"15,76";"0,17";"3,42";"0,05";"0,05";"19,74";"0,10";"0,22";5
27;"160807";"gmina wiejska";"gm. Zębowice";"oleski";"opolskie";"42,48";"0,40";"40,00";"60,00";"0,00";"99,60";"1,30";"6,49";"44,12";"22,95";"0,08";"2,51";"0,24";"0,16";"21,41";"0,16";"0,57";4
27;"160901";"gmina wiejska";"gm. Chrząstowice";"opolski";"opolskie";"53,09";"0,37";"9,09";"90,91";"0,00";"99,63";"1,56";"5,61";"28,95";"22,93";"0,10";"2,13";"0,03";"0,27";"38,21";"0,07";"0,14";5
27;"160902";"gmina wiejska";"gm. Dąbrowa";"opolski";"opolskie";"58,27";"0,21";"25,00";"75,00";"0,00";"99,79";"1,40";"5,13";"37,30";"17,37";"0,03";"2,90";"0,03";"0,32";"35,25";"0,13";"0,16";10
27;"160903";"gmina wiejska";"gm. Dobrzeń Wielki";"opolski";"opolskie";"52,74";"0,28";"27,27";"72,73";"0,00";"99,72";"1,38";"6,24";"23,45";"23,34";"0,18";"2,93";"0,31";"0,15";"41,59";"0,08";"0,36";6
27;"160904";"gmina wiejska";"gm. Komprachcice";"opolski";"opolskie";"53,38";"0,41";"18,75";"81,25";"0,00";"99,59";"1,97";"5,42";"31,64";"19,80";"0,10";"2,12";"0,10";"0,31";"38,22";"0,13";"0,18";6
27;"160905";"gmina wiejska";"gm. Łubniany";"opolski";"opolskie";"52,39";"0,32";"30,77";"69,23";"0,00";"99,68";"1,60";"5,80";"30,36";"20,11";"0,05";"2,90";"0,17";"0,05";"38,54";"0,25";"0,17";6
27;"160906";"gmina wiejska";"gm. Murów";"opolski";"opolskie";"44,57";"0,46";"55,56";"44,44";"0,00";"99,54";"1,80";"5,41";"37,11";"19,38";"0,10";"3,56";"0,05";"0,15";"32,06";"0,21";"0,15";7
27;"160907";"gmina miejsko-wiejska";"gm. Niemodlin";"opolski";"opolskie";"55,81";"0,23";"38,46";"61,54";"0,00";"99,77";"1,74";"7,35";"46,48";"13,32";"0,25";"3,45";"0,12";"0,11";"26,88";"0,14";"0,18";15
27;"160908";"gmina miejsko-wiejska";"gm. Ozimek";"opolski";"opolskie";"50,60";"0,36";"35,71";"64,29";"0,00";"99,64";"1,78";"5,43";"36,11";"19,30";"0,14";"2,95";"0,10";"0,21";"33,62";"0,15";"0,21";15
27;"160909";"gmina wiejska";"gm. Popielów";"opolski";"opolskie";"50,45";"0,46";"33,33";"66,67";"0,00";"99,54";"1,37";"5,40";"37,37";"21,07";"0,12";"2,79";"0,19";"0,22";"31,01";"0,22";"0,25";8
27;"160910";"gmina miejsko-wiejska";"gm. Prószków";"opolski";"opolskie";"53,51";"0,42";"18,75";"81,25";"0,00";"99,58";"1,36";"5,65";"35,97";"22,01";"0,10";"2,54";"0,21";"0,10";"31,69";"0,05";"0,31";9
27;"160911";"gmina wiejska";"gm. Tarnów Opolski";"opolski";"opolskie";"53,68";"0,27";"27,27";"72,73";"0,00";"99,73";"1,50";"6,08";"32,60";"26,13";"0,10";"2,59";"0,02";"0,22";"30,49";"0,07";"0,20";9
27;"160912";"gmina miejsko-wiejska";"gm. Tułowice";"opolski";"opolskie";"60,39";"0,24";"33,33";"66,67";"0,00";"99,76";"1,35";"7,79";"45,35";"13,34";"0,20";"3,43";"0,12";"0,20";"27,94";"0,08";"0,20";6
27;"160913";"gmina wiejska";"gm. Turawa";"opolski";"opolskie";"52,27";"0,24";"40,00";"60,00";"0,00";"99,76";"1,77";"5,25";"30,78";"21,22";"0,22";"3,86";"0,10";"0,14";"36,34";"0,17";"0,17";11
27;"161001";"gmina miejsko-wiejska";"gm. Biała";"prudnicki";"opolskie";"45,61";"0,36";"28,57";"71,43";"0,00";"99,64";"1,24";"6,31";"45,94";"19,63";"0,18";"2,43";"0,21";"0,21";"23,54";"0,13";"0,18";17
27;"161002";"gmina miejsko-wiejska";"gm. Głogówek";"prudnicki";"opolskie";"51,04";"0,41";"40,91";"59,09";"0,00";"99,59";"1,09";"6,94";"47,46";"16,12";"0,11";"2,60";"0,15";"0,19";"25,06";"0,08";"0,19";16
27;"161003";"gmina wiejska";"gm. Lubrza";"prudnicki";"opolskie";"59,91";"0,29";"50,00";"50,00";"0,00";"99,71";"1,40";"6,09";"50,10";"17,60";"0,10";"2,37";"0,10";"0,15";"21,91";"0,05";"0,15";9
27;"161004";"gmina miejsko-wiejska";"gm. Prudnik";"prudnicki";"opolskie";"59,02";"0,38";"19,15";"80,85";"0,00";"99,62";"1,98";"5,98";"48,94";"15,18";"0,13";"1,74";"0,03";"0,07";"25,68";"0,09";"0,19";27
27;"161101";"gmina wiejska";"gm. Izbicko";"strzelecki";"opolskie";"49,87";"0,42";"44,44";"55,56";"0,00";"99,58";"1,13";"6,01";"35,12";"24,13";"0,14";"1,74";"0,09";"0,14";"31,17";"0,00";"0,33";6
27;"161102";"gmina wiejska";"gm. Jemielnica";"strzelecki";"opolskie";"45,02";"0,45";"33,33";"66,67";"0,00";"99,55";"1,06";"7,50";"46,32";"20,77";"0,08";"1,77";"0,04";"0,11";"22,05";"0,15";"0,15";7
27;"161103";"gmina miejsko-wiejska";"gm. Kolonowskie";"strzelecki";"opolskie";"45,30";"0,51";"9,09";"90,91";"0,00";"99,49";"1,25";"5,57";"38,73";"22,91";"0,00";"2,37";"0,19";"0,19";"28,53";"0,09";"0,19";6
27;"161104";"gmina miejsko-wiejska";"gm. Leśnica";"strzelecki";"opolskie";"49,94";"0,49";"40,00";"60,00";"0,00";"99,51";"1,55";"6,92";"41,23";"21,13";"0,10";"2,70";"0,03";"0,10";"25,94";"0,07";"0,23";8
27;"161105";"gmina miejsko-wiejska";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"54,52";"0,43";"27,59";"72,41";"0,00";"99,57";"2,10";"5,54";"35,15";"19,74";"0,22";"2,07";"0,16";"0,08";"34,53";"0,15";"0,26";33
27;"161106";"gmina miejsko-wiejska";"gm. Ujazd";"strzelecki";"opolskie";"50,77";"0,31";"25,00";"75,00";"0,00";"99,69";"1,29";"7,06";"45,83";"21,09";"0,12";"2,12";"0,04";"0,27";"21,87";"0,04";"0,27";7
27;"161107";"gmina miejsko-wiejska";"gm. Zawadzkie";"strzelecki";"opolskie";"47,99";"0,36";"25,00";"75,00";"0,00";"99,64";"1,08";"8,26";"46,71";"16,01";"0,18";"2,20";"0,09";"0,09";"25,14";"0,09";"0,16";5
27;"166101";"gmina miejska";"m. Opole";"Opole";"opolskie";"67,06";"0,24";"41,29";"58,71";"0,00";"99,76";"2,63";"6,10";"26,57";"16,15";"0,17";"2,01";"0,08";"0,17";"45,73";"0,17";"0,22";79
29;"180103";"gmina wiejska";"gm. Czarna";"bieszczadzki";"podkarpackie";"56,27";"0,26";"33,33";"66,67";"0,00";"99,74";"1,58";"8,10";"55,81";"9,60";"0,00";"2,55";"0,09";"0,00";"21,74";"0,26";"0,26";4
29;"180105";"gmina wiejska";"gm. Lutowiska";"bieszczadzki";"podkarpackie";"63,55";"0,22";"66,67";"33,33";"0,00";"99,78";"2,81";"8,37";"35,85";"13,33";"0,00";"4,22";"0,15";"0,22";"34,59";"0,22";"0,22";4
29;"180108";"gmina miejsko-wiejska";"gm. Ustrzyki Dolne";"bieszczadzki";"podkarpackie";"55,68";"0,15";"75,00";"25,00";"0,00";"99,85";"1,98";"7,35";"49,68";"13,02";"0,18";"3,53";"0,05";"0,14";"23,68";"0,14";"0,25";22
29;"180201";"gmina miejsko-wiejska";"gm. Brzozów";"brzozowski";"podkarpackie";"60,38";"0,16";"35,00";"65,00";"0,00";"99,84";"1,08";"8,88";"69,21";"7,37";"0,10";"1,77";"0,10";"0,08";"11,15";"0,06";"0,18";17
29;"180202";"gmina wiejska";"gm. Domaradz";"brzozowski";"podkarpackie";"62,97";"0,23";"0,00";"100,00";"0,00";"99,77";"0,92";"8,42";"77,57";"5,39";"0,26";"1,41";"0,13";"0,00";"5,69";"0,00";"0,20";6
29;"180203";"gmina wiejska";"gm. Dydnia";"brzozowski";"podkarpackie";"58,26";"0,27";"20,00";"80,00";"0,00";"99,73";"0,90";"8,62";"73,81";"6,57";"0,11";"2,02";"0,11";"0,00";"7,56";"0,08";"0,21";12
29;"180204";"gmina wiejska";"gm. Haczów";"brzozowski";"podkarpackie";"64,30";"0,32";"20,00";"80,00";"0,00";"99,68";"0,97";"8,45";"69,29";"7,36";"0,26";"2,06";"0,04";"0,06";"11,28";"0,06";"0,17";8
29;"180205";"gmina wiejska";"gm. Jasienica Rosielna";"brzozowski";"podkarpackie";"69,51";"0,38";"25,00";"75,00";"0,00";"99,62";"0,57";"8,37";"78,47";"5,45";"0,14";"0,92";"0,24";"0,14";"5,36";"0,05";"0,28";5
29;"180206";"gmina wiejska";"gm. Nozdrzec";"brzozowski";"podkarpackie";"58,16";"0,18";"42,86";"57,14";"0,00";"99,82";"0,87";"7,86";"72,27";"6,38";"0,16";"3,49";"0,08";"0,03";"8,81";"0,00";"0,05";11
28;"180301";"gmina miejska";"m. Dębica";"dębicki";"podkarpackie";"66,84";"0,22";"59,62";"40,38";"0,00";"99,78";"1,62";"8,95";"52,00";"11,39";"0,18";"2,19";"0,20";"0,09";"23,05";"0,11";"0,22";24
28;"180302";"gmina miejsko-wiejska";"gm. Brzostek";"dębicki";"podkarpackie";"62,52";"0,20";"38,46";"61,54";"0,00";"99,80";"0,65";"7,63";"78,10";"4,11";"0,11";"2,62";"0,06";"0,02";"6,48";"0,09";"0,12";12
28;"180303";"gmina wiejska";"gm. Czarna";"dębicki";"podkarpackie";"64,32";"0,43";"37,93";"62,07";"0,00";"99,57";"0,58";"7,81";"68,87";"7,99";"0,27";"3,46";"0,13";"0,10";"10,42";"0,06";"0,30";14
28;"180304";"gmina wiejska";"gm. Dębica";"dębicki";"podkarpackie";"64,27";"0,26";"27,27";"72,73";"0,00";"99,74";"0,97";"9,91";"65,19";"8,86";"0,14";"2,19";"0,09";"0,08";"12,30";"0,08";"0,19";22
28;"180305";"gmina wiejska";"gm. Jodłowa";"dębicki";"podkarpackie";"58,30";"0,52";"0,00";"100,00";"0,00";"99,48";"1,04";"7,23";"77,06";"4,68";"0,20";"2,72";"0,28";"0,08";"6,51";"0,04";"0,16";6
28;"180306";"gmina miejsko-wiejska";"gm. Pilzno";"dębicki";"podkarpackie";"66,24";"0,32";"20,00";"80,00";"0,00";"99,68";"0,65";"8,49";"73,64";"5,64";"0,15";"2,78";"0,12";"0,07";"8,26";"0,04";"0,17";17
28;"180307";"gmina wiejska";"gm. Żyraków";"dębicki";"podkarpackie";"66,78";"0,28";"19,05";"80,95";"0,00";"99,72";"0,90";"10,60";"68,16";"7,67";"0,20";"3,02";"0,03";"0,04";"9,09";"0,05";"0,25";14
30;"180401";"gmina miejska";"m. Jarosław";"jarosławski";"podkarpackie";"60,79";"0,33";"27,12";"72,88";"0,00";"99,67";"1,37";"8,52";"52,64";"10,04";"0,17";"2,18";"0,10";"0,15";"24,50";"0,10";"0,22";22
30;"180402";"gmina miejska";"m. Radymno";"jarosławski";"podkarpackie";"57,87";"0,27";"14,29";"85,71";"0,00";"99,73";"1,41";"8,44";"59,77";"12,30";"0,04";"3,16";"0,35";"0,16";"14,10";"0,12";"0,16";3
30;"180403";"gmina wiejska";"gm. Chłopice";"jarosławski";"podkarpackie";"61,04";"0,25";"28,57";"71,43";"0,00";"99,75";"0,69";"7,92";"76,25";"4,89";"0,15";"3,32";"0,00";"0,04";"6,64";"0,04";"0,07";6
30;"180404";"gmina wiejska";"gm. Jarosław";"jarosławski";"podkarpackie";"61,99";"0,27";"17,65";"82,35";"0,00";"99,73";"1,00";"8,97";"67,72";"7,64";"0,06";"3,06";"0,03";"0,03";"11,32";"0,05";"0,11";11
30;"180405";"gmina wiejska";"gm. Laszki";"jarosławski";"podkarpackie";"59,25";"0,47";"40,00";"60,00";"0,00";"99,53";"1,03";"8,99";"73,07";"5,74";"0,06";"4,90";"0,06";"0,09";"5,83";"0,09";"0,12";12
30;"180406";"gmina wiejska";"gm. Pawłosiów";"jarosławski";"podkarpackie";"64,98";"0,21";"44,44";"55,56";"0,00";"99,79";"1,07";"10,17";"64,74";"8,64";"0,02";"2,72";"0,02";"0,14";"12,34";"0,02";"0,11";10
30;"180407";"gmina miejsko-wiejska";"gm. Pruchnik";"jarosławski";"podkarpackie";"64,92";"0,26";"30,77";"69,23";"0,00";"99,74";"0,75";"8,10";"77,59";"4,70";"0,10";"2,48";"0,06";"0,04";"6,06";"0,00";"0,12";11
30;"180408";"gmina wiejska";"gm. Radymno";"jarosławski";"podkarpackie";"60,18";"0,33";"11,11";"88,89";"0,00";"99,67";"0,74";"8,51";"73,27";"6,76";"0,15";"3,02";"0,13";"0,09";"7,19";"0,04";"0,11";14
30;"180409";"gmina wiejska";"gm. Rokietnica";"jarosławski";"podkarpackie";"56,82";"0,30";"0,00";"100,00";"0,00";"99,70";"0,69";"6,18";"77,12";"5,34";"0,05";"3,80";"0,05";"0,00";"6,42";"0,05";"0,30";5
30;"180410";"gmina wiejska";"gm. Roźwienica";"jarosławski";"podkarpackie";"62,29";"0,23";"14,29";"85,71";"0,00";"99,77";"0,75";"7,90";"73,21";"6,03";"0,10";"4,24";"0,00";"0,00";"7,68";"0,03";"0,06";8
30;"180411";"gmina wiejska";"gm. Wiązownica";"jarosławski";"podkarpackie";"61,33";"0,28";"31,25";"68,75";"0,00";"99,72";"0,78";"8,29";"73,76";"6,21";"0,14";"2,16";"0,05";"0,05";"8,45";"0,04";"0,07";11
29;"180501";"gmina miejska";"m. Jasło";"jasielski";"podkarpackie";"60,07";"0,25";"45,24";"54,76";"0,00";"99,75";"1,84";"8,33";"52,32";"9,86";"0,24";"2,24";"0,13";"0,13";"24,64";"0,09";"0,18";29
29;"180502";"gmina wiejska";"gm. Brzyska";"jasielski";"podkarpackie";"63,24";"0,27";"44,44";"55,56";"0,00";"99,73";"0,95";"6,16";"80,50";"4,46";"0,21";"1,56";"0,09";"0,00";"5,80";"0,15";"0,12";7
29;"180503";"gmina wiejska";"gm. Dębowiec";"jasielski";"podkarpackie";"62,56";"0,23";"20,00";"80,00";"0,00";"99,77";"0,92";"6,76";"74,92";"6,07";"0,18";"2,60";"0,14";"0,07";"8,01";"0,12";"0,21";10
29;"180504";"gmina wiejska";"gm. Jasło";"jasielski";"podkarpackie";"61,35";"0,29";"20,83";"79,17";"0,00";"99,71";"1,17";"9,21";"68,39";"7,03";"0,17";"2,08";"0,11";"0,06";"11,52";"0,05";"0,21";22
29;"180505";"gmina miejsko-wiejska";"gm. Kołaczyce";"jasielski";"podkarpackie";"61,11";"0,34";"26,67";"73,33";"0,00";"99,66";"0,71";"6,58";"76,30";"5,82";"0,21";"2,27";"0,05";"0,07";"7,82";"0,05";"0,14";8
29;"180506";"gmina wiejska";"gm. Krempna";"jasielski";"podkarpackie";"53,41";"0,36";"33,33";"66,67";"0,00";"99,64";"2,02";"8,67";"62,83";"7,36";"0,24";"5,11";"0,00";"0,00";"13,42";"0,12";"0,24";5
29;"180507";"gmina wiejska";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"63,71";"0,32";"40,00";"60,00";"0,00";"99,68";"1,09";"9,47";"73,01";"5,29";"0,06";"3,08";"0,11";"0,02";"7,65";"0,02";"0,19";12
29;"180508";"gmina wiejska";"gm. Osiek Jasielski";"jasielski";"podkarpackie";"61,70";"0,27";"14,29";"85,71";"0,00";"99,73";"0,73";"7,87";"76,67";"4,28";"0,19";"2,66";"0,15";"0,08";"7,10";"0,19";"0,08";6
29;"180509";"gmina wiejska";"gm. Skołyszyn";"jasielski";"podkarpackie";"59,78";"0,32";"57,89";"42,11";"0,00";"99,68";"1,12";"9,27";"68,18";"6,19";"0,08";"2,88";"0,12";"0,00";"11,90";"0,10";"0,15";12
29;"180511";"gmina wiejska";"gm. Tarnowiec";"jasielski";"podkarpackie";"61,30";"0,18";"50,00";"50,00";"0,00";"99,82";"0,92";"9,78";"68,80";"6,71";"0,24";"2,41";"0,13";"0,13";"10,70";"0,04";"0,13";10
31;"180601";"gmina wiejska";"gm. Cmolas";"kolbuszowski";"podkarpackie";"62,54";"0,25";"10,00";"90,00";"0,00";"99,75";"0,77";"10,77";"73,36";"5,47";"0,37";"2,65";"0,10";"0,10";"6,17";"0,02";"0,20";9
31;"180602";"gmina miejsko-wiejska";"gm. Kolbuszowa";"kolbuszowski";"podkarpackie";"61,23";"0,29";"45,71";"54,29";"0,00";"99,71";"1,11";"10,50";"61,93";"8,90";"0,16";"2,28";"0,11";"0,13";"14,50";"0,08";"0,30";24
31;"180603";"gmina wiejska";"gm. Majdan Królewski";"kolbuszowski";"podkarpackie";"59,84";"0,41";"36,84";"63,16";"0,00";"99,59";"0,90";"8,05";"75,48";"6,67";"0,22";"1,81";"0,04";"0,06";"6,52";"0,06";"0,17";8
31;"180604";"gmina wiejska";"gm. Niwiska";"kolbuszowski";"podkarpackie";"62,57";"0,33";"20,00";"80,00";"0,00";"99,67";"0,97";"9,55";"72,50";"6,01";"0,20";"2,60";"0,07";"0,07";"7,91";"0,03";"0,10";9
31;"180605";"gmina wiejska";"gm. Raniżów";"kolbuszowski";"podkarpackie";"65,18";"0,55";"25,00";"75,00";"0,00";"99,45";"1,02";"9,28";"74,05";"5,93";"0,22";"2,30";"0,03";"0,17";"6,65";"0,03";"0,33";8
31;"180606";"gmina wiejska";"gm. Dzikowiec";"kolbuszowski";"podkarpackie";"54,13";"0,18";"60,00";"40,00";"0,00";"99,82";"1,01";"7,47";"76,30";"5,70";"0,18";"3,25";"0,07";"0,14";"5,74";"0,07";"0,07";6
29;"180701";"gmina wiejska";"gm. Chorkówka";"krośnieński";"podkarpackie";"62,68";"0,25";"11,76";"88,24";"0,00";"99,75";"1,57";"8,50";"67,01";"7,48";"0,28";"2,26";"0,09";"0,07";"12,34";"0,12";"0,27";14
29;"180702";"gmina miejsko-wiejska";"gm. Dukla";"krośnieński";"podkarpackie";"60,16";"0,39";"25,93";"74,07";"0,00";"99,61";"1,21";"8,77";"65,22";"8,50";"0,13";"2,50";"0,09";"0,07";"13,33";"0,03";"0,14";15
29;"180703";"gmina miejsko-wiejska";"gm. Iwonicz-Zdrój";"krośnieński";"podkarpackie";"65,84";"0,21";"25,00";"75,00";"0,00";"99,79";"0,98";"8,81";"66,42";"7,99";"0,26";"2,39";"0,09";"0,12";"12,77";"0,05";"0,12";7
29;"180704";"gmina miejsko-wiejska";"gm. Jedlicze";"krośnieński";"podkarpackie";"60,86";"0,24";"33,33";"66,67";"0,00";"99,76";"2,25";"9,42";"60,71";"9,49";"0,18";"2,07";"0,08";"0,08";"15,40";"0,09";"0,22";15
29;"180705";"gmina wiejska";"gm. Korczyna";"krośnieński";"podkarpackie";"64,75";"0,31";"44,44";"55,56";"0,00";"99,69";"1,31";"9,64";"62,85";"9,97";"0,10";"2,23";"0,03";"0,10";"13,35";"0,05";"0,36";10
29;"180706";"gmina wiejska";"gm. Krościenko Wyżne";"krośnieński";"podkarpackie";"68,01";"0,17";"20,00";"80,00";"0,00";"99,83";"1,95";"10,37";"60,94";"9,13";"0,20";"2,05";"0,07";"0,03";"14,90";"0,03";"0,34";4
29;"180707";"gmina wiejska";"gm. Miejsce Piastowe";"krośnieński";"podkarpackie";"66,67";"0,22";"37,50";"62,50";"0,00";"99,78";"1,80";"9,41";"59,89";"10,49";"0,22";"2,45";"0,10";"0,14";"15,08";"0,05";"0,37";9
29;"180708";"gmina miejsko-wiejska";"gm. Rymanów";"krośnieński";"podkarpackie";"64,75";"0,17";"57,14";"42,86";"0,00";"99,83";"1,34";"8,36";"65,49";"8,17";"0,18";"2,57";"0,14";"0,07";"13,47";"0,04";"0,17";17
29;"180709";"gmina wiejska";"gm. Wojaszówka";"krośnieński";"podkarpackie";"58,16";"0,39";"47,06";"52,94";"0,00";"99,61";"2,15";"8,80";"62,23";"10,58";"0,14";"2,18";"0,14";"0,05";"13,06";"0,21";"0,46";11
29;"180710";"gmina wiejska";"gm. Jaśliska";"krośnieński";"podkarpackie";"63,46";"0,57";"28,57";"71,43";"0,00";"99,43";"1,15";"6,10";"69,52";"6,26";"0,08";"2,97";"0,08";"0,08";"13,51";"0,16";"0,08";4
28;"180801";"gmina miejska";"m. Leżajsk";"leżajski";"podkarpackie";"63,09";"0,30";"42,86";"57,14";"0,00";"99,70";"1,55";"9,69";"55,21";"10,65";"0,30";"2,13";"0,19";"0,17";"19,89";"0,03";"0,20";9
28;"180802";"gmina wiejska";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"63,89";"0,54";"31,82";"68,18";"0,00";"99,46";"0,54";"9,86";"73,95";"6,11";"0,22";"1,70";"0,12";"0,07";"7,32";"0,02";"0,07";7
28;"180803";"gmina wiejska";"gm. Kuryłówka";"leżajski";"podkarpackie";"60,64";"0,15";"0,00";"100,00";"0,00";"99,85";"0,73";"9,71";"71,95";"7,78";"0,22";"3,27";"0,00";"0,04";"6,15";"0,04";"0,11";6
28;"180804";"gmina wiejska";"gm. Leżajsk";"leżajski";"podkarpackie";"62,72";"0,17";"29,41";"70,59";"0,00";"99,83";"0,65";"10,78";"73,82";"5,97";"0,13";"1,80";"0,26";"0,07";"6,36";"0,01";"0,14";15
28;"180805";"gmina miejsko-wiejska";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"64,32";"0,27";"37,93";"62,07";"0,00";"99,73";"0,93";"9,17";"74,72";"5,28";"0,12";"1,41";"0,09";"0,05";"8,00";"0,06";"0,18";17
30;"180901";"gmina miejska";"m. Lubaczów";"lubaczowski";"podkarpackie";"59,77";"0,24";"28,57";"71,43";"0,00";"99,76";"1,62";"7,93";"50,70";"11,23";"0,12";"3,15";"0,02";"0,12";"24,82";"0,14";"0,16";7
30;"180902";"gmina miejsko-wiejska";"gm. Cieszanów";"lubaczowski";"podkarpackie";"56,43";"0,40";"38,46";"61,54";"0,00";"99,60";"1,07";"8,36";"63,94";"8,63";"0,21";"5,63";"0,24";"0,09";"11,57";"0,12";"0,12";8
30;"180903";"gmina wiejska";"gm. Horyniec-Zdrój";"lubaczowski";"podkarpackie";"55,68";"0,46";"50,00";"50,00";"0,00";"99,54";"1,53";"7,99";"62,70";"8,82";"0,09";"4,74";"0,14";"0,09";"13,66";"0,00";"0,23";7
30;"180904";"gmina wiejska";"gm. Lubaczów";"lubaczowski";"podkarpackie";"58,20";"0,49";"19,05";"80,95";"0,00";"99,51";"0,84";"6,93";"72,30";"7,53";"0,14";"2,81";"0,05";"0,02";"9,30";"0,02";"0,07";8
30;"180905";"gmina miejsko-wiejska";"gm. Narol";"lubaczowski";"podkarpackie";"55,97";"0,44";"18,75";"81,25";"0,00";"99,56";"1,00";"7,97";"68,33";"7,44";"0,17";"3,41";"0,03";"0,06";"11,32";"0,08";"0,19";9
30;"180906";"gmina miejsko-wiejska";"gm. Oleszyce";"lubaczowski";"podkarpackie";"60,10";"0,26";"25,00";"75,00";"0,00";"99,74";"1,70";"7,76";"66,79";"8,75";"0,13";"3,50";"0,03";"0,07";"10,87";"0,16";"0,23";8
30;"180907";"gmina wiejska";"gm. Stary Dzików";"lubaczowski";"podkarpackie";"59,73";"0,24";"20,00";"80,00";"0,00";"99,76";"1,21";"7,79";"69,76";"9,53";"0,24";"4,02";"0,05";"0,00";"7,21";"0,15";"0,05";6
30;"180908";"gmina wiejska";"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";"61,77";"0,11";"50,00";"50,00";"0,00";"99,89";"0,75";"7,43";"72,28";"7,21";"0,05";"3,82";"0,16";"0,05";"8,13";"0,00";"0,11";7
28;"181001";"gmina miejska";"m. Łańcut";"łańcucki";"podkarpackie";"67,68";"0,28";"42,31";"57,69";"0,00";"99,72";"1,46";"9,67";"51,98";"12,73";"0,18";"2,34";"0,15";"0,11";"21,07";"0,06";"0,24";13
28;"181002";"gmina wiejska";"gm. Białobrzegi";"łańcucki";"podkarpackie";"66,09";"0,18";"25,00";"75,00";"0,00";"99,82";"1,05";"12,05";"66,06";"8,55";"0,13";"3,08";"0,07";"0,07";"8,70";"0,09";"0,16";5
28;"181003";"gmina wiejska";"gm. Czarna";"łańcucki";"podkarpackie";"70,15";"0,28";"33,33";"66,67";"0,00";"99,72";"0,78";"10,56";"67,69";"9,58";"0,14";"1,81";"0,12";"0,08";"9,03";"0,03";"0,17";8
28;"181004";"gmina wiejska";"gm. Łańcut";"łańcucki";"podkarpackie";"69,18";"0,29";"32,35";"67,65";"0,00";"99,71";"0,95";"8,88";"67,38";"9,30";"0,21";"2,86";"0,18";"0,10";"9,90";"0,06";"0,19";13
28;"181005";"gmina wiejska";"gm. Markowa";"łańcucki";"podkarpackie";"66,83";"0,32";"27,27";"72,73";"0,00";"99,68";"0,61";"9,66";"71,88";"7,28";"0,12";"3,19";"0,06";"0,17";"6,91";"0,00";"0,12";4
28;"181006";"gmina wiejska";"gm. Rakszawa";"łańcucki";"podkarpackie";"68,60";"0,23";"33,33";"66,67";"0,00";"99,78";"0,85";"8,09";"72,66";"7,92";"0,15";"2,05";"0,15";"0,18";"7,59";"0,05";"0,30";7
28;"181007";"gmina wiejska";"gm. Żołynia";"łańcucki";"podkarpackie";"66,55";"0,38";"28,57";"71,43";"0,00";"99,62";"0,85";"8,66";"69,16";"8,38";"0,08";"2,79";"0,08";"0,11";"9,59";"0,05";"0,25";5
31;"181101";"gmina miejska";"m. Mielec";"mielecki";"podkarpackie";"64,96";"0,25";"48,68";"51,32";"0,00";"99,75";"1,74";"9,25";"50,68";"11,02";"0,20";"2,27";"0,14";"0,15";"24,15";"0,11";"0,28";32
31;"181102";"gmina wiejska";"gm. Borowa";"mielecki";"podkarpackie";"63,16";"0,21";"0,00";"100,00";"0,00";"99,79";"1,36";"6,48";"65,58";"7,99";"0,29";"5,80";"0,18";"0,04";"11,71";"0,07";"0,50";10
