"Nr OKW";"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Frekwencja";"% głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"% głosów ważnych";"Robert BIEDROŃ";"Krzysztof BOSAK";"Andrzej Sebastian DUDA";"Szymon Franciszek HOŁOWNIA";"Marek JAKUBIAK";"Władysław Marcin KOSINIAK-KAMYSZ";"Mirosław Mariusz PIOTROWSKI";"Paweł Jan TANAJNO";"Rafał Kazimierz TRZASKOWSKI";"Waldemar Włodzimierz WITKOWSKI";"Stanisław Józef ŻÓŁTEK";"Liczba obwodów"
47;"303101";"gmina miejska";"m. Złotów";"złotowski";"wielkopolskie";"62,61";"0,20";"38,89";"61,11";"0,00";"99,80";"2,58";"6,02";"31,55";"16,63";"0,19";"2,59";"0,18";"0,20";"39,67";"0,17";"0,22";10
47;"303102";"gmina miejsko-wiejska";"gm. Jastrowie";"złotowski";"wielkopolskie";"52,01";"0,24";"63,64";"36,36";"0,00";"99,76";"1,74";"4,65";"39,84";"18,81";"0,09";"2,00";"0,09";"0,13";"32,23";"0,28";"0,13";6
47;"303103";"gmina miejsko-wiejska";"gm. Krajenka";"złotowski";"wielkopolskie";"61,07";"0,34";"33,33";"66,67";"0,00";"99,66";"1,57";"6,97";"38,38";"20,66";"0,29";"3,06";"0,14";"0,14";"28,35";"0,23";"0,20";8
47;"303104";"gmina wiejska";"gm. Lipka";"złotowski";"wielkopolskie";"51,01";"0,28";"83,33";"16,67";"0,00";"99,72";"2,22";"6,65";"43,58";"16,11";"0,00";"4,11";"0,18";"0,05";"26,64";"0,23";"0,23";4
47;"303105";"gmina miejsko-wiejska";"gm. Okonek";"złotowski";"wielkopolskie";"51,80";"0,44";"20,00";"80,00";"0,00";"99,56";"2,27";"5,19";"43,69";"16,54";"0,17";"2,30";"0,06";"0,17";"29,45";"0,03";"0,12";8
47;"303106";"gmina wiejska";"gm. Tarnówka";"złotowski";"wielkopolskie";"60,74";"0,42";"50,00";"50,00";"0,00";"99,58";"2,03";"4,69";"41,74";"21,15";"0,07";"3,99";"0,21";"0,07";"25,77";"0,07";"0,21";3
47;"303107";"gmina wiejska";"gm. Zakrzewo";"złotowski";"wielkopolskie";"59,05";"0,26";"16,67";"83,33";"0,00";"99,74";"2,08";"10,01";"42,91";"18,60";"0,26";"2,95";"0,13";"0,04";"22,89";"0,09";"0,04";4
47;"303108";"gmina wiejska";"gm. Złotów";"złotowski";"wielkopolskie";"54,11";"0,30";"66,67";"33,33";"0,00";"99,70";"1,60";"5,56";"43,59";"16,47";"0,05";"4,49";"0,18";"0,25";"27,56";"0,18";"0,08";5
44;"306101";"gmina miejska";"m. Kalisz";"Kalisz";"wielkopolskie";"66,22";"0,25";"38,71";"61,29";"0,00";"99,75";"2,84";"5,82";"35,05";"13,49";"0,15";"1,89";"0,10";"0,14";"40,12";"0,13";"0,25";55
45;"306201";"gmina miejska";"m. Konin";"Konin";"wielkopolskie";"65,52";"0,23";"39,53";"60,47";"0,00";"99,77";"2,46";"5,31";"41,46";"14,09";"0,13";"1,79";"0,11";"0,12";"34,20";"0,12";"0,22";47
46;"306301";"gmina miejska";"m. Leszno";"Leszno";"wielkopolskie";"67,21";"0,28";"27,47";"72,53";"0,00";"99,72";"3,13";"7,22";"28,18";"16,13";"0,09";"2,11";"0,08";"0,19";"42,51";"0,21";"0,15";34
43;"306401";"gmina miejska";"m. Poznań";"Poznań";"wielkopolskie";"72,85";"0,23";"42,11";"57,89";"0,00";"99,77";"3,80";"5,84";"22,98";"17,13";"0,13";"1,75";"0,09";"0,17";"47,47";"0,35";"0,29";251
49;"320101";"gmina miejska";"m. Białogard";"białogardzki";"zachodniopomorskie";"59,53";"0,42";"40,00";"60,00";"0,00";"99,58";"2,86";"4,44";"35,06";"16,59";"0,10";"1,65";"0,07";"0,10";"38,81";"0,12";"0,20";18
49;"320102";"gmina wiejska";"gm. Białogard";"białogardzki";"zachodniopomorskie";"47,21";"0,40";"54,55";"45,45";"0,00";"99,60";"1,49";"4,75";"45,34";"17,60";"0,07";"2,03";"0,07";"0,11";"28,42";"0,04";"0,07";5
49;"320103";"gmina miejsko-wiejska";"gm. Karlino";"białogardzki";"zachodniopomorskie";"48,31";"0,61";"10,00";"90,00";"0,00";"99,39";"2,38";"7,40";"41,39";"13,73";"0,12";"2,57";"0,09";"0,06";"32,04";"0,03";"0,18";6
49;"320104";"gmina miejsko-wiejska";"gm. Tychowo";"białogardzki";"zachodniopomorskie";"55,24";"0,37";"63,64";"36,36";"0,00";"99,63";"3,37";"4,68";"42,32";"17,51";"0,17";"2,12";"0,17";"0,17";"29,19";"0,00";"0,30";6
49;"320201";"gmina wiejska";"gm. Bierzwnik";"choszczeński";"zachodniopomorskie";"55,15";"0,77";"12,50";"87,50";"0,00";"99,23";"1,50";"4,15";"48,09";"13,18";"0,00";"2,90";"0,00";"0,05";"30,03";"0,00";"0,10";4
49;"320202";"gmina miejsko-wiejska";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"57,60";"0,37";"40,00";"60,00";"0,00";"99,63";"2,43";"4,83";"38,01";"16,14";"0,11";"2,14";"0,11";"0,06";"35,91";"0,05";"0,21";17
49;"320203";"gmina miejsko-wiejska";"gm. Drawno";"choszczeński";"zachodniopomorskie";"51,33";"0,37";"12,50";"87,50";"0,00";"99,63";"2,01";"5,19";"43,55";"14,31";"0,00";"3,74";"0,00";"0,09";"30,87";"0,09";"0,14";6
49;"320204";"gmina wiejska";"gm. Krzęcin";"choszczeński";"zachodniopomorskie";"49,26";"0,29";"25,00";"75,00";"0,00";"99,71";"1,44";"3,10";"47,91";"15,27";"0,22";"3,75";"0,07";"0,07";"27,81";"0,22";"0,14";2
49;"320205";"gmina miejsko-wiejska";"gm. Pełczyce";"choszczeński";"zachodniopomorskie";"48,27";"0,51";"46,67";"53,33";"0,00";"99,49";"1,41";"6,31";"50,14";"15,63";"0,14";"3,52";"0,07";"0,14";"22,36";"0,14";"0,14";4
49;"320206";"gmina miejsko-wiejska";"gm. Recz";"choszczeński";"zachodniopomorskie";"49,16";"0,29";"33,33";"66,67";"0,00";"99,71";"2,01";"8,18";"47,85";"14,25";"0,20";"2,69";"0,00";"0,20";"24,44";"0,10";"0,10";4
49;"320301";"gmina miejsko-wiejska";"gm. Czaplinek";"drawski";"zachodniopomorskie";"56,09";"0,56";"20,69";"79,31";"0,00";"99,44";"2,41";"6,05";"36,28";"17,17";"0,12";"2,99";"0,12";"0,12";"34,45";"0,10";"0,21";8
49;"320302";"gmina miejsko-wiejska";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"55,26";"0,33";"20,00";"80,00";"0,00";"99,67";"2,32";"4,60";"35,26";"17,19";"0,07";"2,20";"0,09";"0,23";"37,76";"0,15";"0,13";16
49;"320303";"gmina miejsko-wiejska";"gm. Kalisz Pomorski";"drawski";"zachodniopomorskie";"49,92";"0,33";"33,33";"66,67";"0,00";"99,67";"1,67";"6,22";"40,15";"18,02";"0,04";"2,62";"0,07";"0,15";"30,80";"0,04";"0,22";6
49;"320305";"gmina wiejska";"gm. Wierzchowo";"drawski";"zachodniopomorskie";"58,52";"0,36";"12,50";"87,50";"0,00";"99,64";"1,98";"3,91";"45,44";"16,26";"0,27";"2,69";"0,09";"0,18";"28,92";"0,00";"0,27";5
49;"320306";"gmina miejsko-wiejska";"gm. Złocieniec";"drawski";"zachodniopomorskie";"57,52";"0,34";"24,00";"76,00";"0,00";"99,66";"1,75";"6,38";"41,15";"14,48";"0,12";"1,94";"0,15";"0,18";"33,74";"0,04";"0,07";16
48;"320402";"gmina miejsko-wiejska";"gm. Goleniów";"goleniowski";"zachodniopomorskie";"63,49";"0,38";"34,78";"65,22";"0,00";"99,62";"2,70";"6,69";"32,64";"17,31";"0,18";"1,96";"0,08";"0,19";"37,95";"0,14";"0,17";20
48;"320403";"gmina miejsko-wiejska";"gm. Maszewo";"goleniowski";"zachodniopomorskie";"53,09";"0,59";"38,10";"61,90";"0,00";"99,41";"2,00";"6,48";"45,72";"19,03";"0,06";"1,86";"0,06";"0,25";"24,24";"0,08";"0,23";5
48;"320404";"gmina miejsko-wiejska";"gm. Nowogard";"goleniowski";"zachodniopomorskie";"57,01";"0,60";"26,87";"73,13";"0,00";"99,40";"3,40";"4,47";"38,03";"17,86";"0,15";"2,61";"0,08";"0,08";"32,95";"0,11";"0,24";18
48;"320405";"gmina wiejska";"gm. Osina";"goleniowski";"zachodniopomorskie";"55,19";"0,39";"0,00";"100,00";"0,00";"99,61";"2,18";"5,36";"46,62";"19,50";"0,08";"1,24";"0,08";"0,16";"24,71";"0,00";"0,08";2
48;"320406";"gmina wiejska";"gm. Przybiernów";"goleniowski";"zachodniopomorskie";"53,99";"0,54";"27,27";"72,73";"0,00";"99,46";"1,27";"4,74";"48,75";"12,42";"0,05";"3,23";"0,20";"0,05";"29,10";"0,15";"0,05";3
48;"320407";"gmina miejsko-wiejska";"gm. Stepnica";"goleniowski";"zachodniopomorskie";"50,45";"0,73";"14,29";"85,71";"0,00";"99,27";"1,42";"4,64";"37,61";"18,46";"0,26";"2,53";"0,00";"0,26";"34,55";"0,11";"0,16";3
48;"320501";"gmina wiejska";"gm. Brojce";"gryficki";"zachodniopomorskie";"47,20";"0,66";"33,33";"66,67";"0,00";"99,34";"2,14";"3,62";"50,81";"16,10";"0,15";"2,58";"0,00";"0,07";"24,37";"0,07";"0,07";2
48;"320502";"gmina miejsko-wiejska";"gm. Gryfice";"gryficki";"zachodniopomorskie";"56,81";"0,49";"37,25";"62,75";"0,00";"99,51";"2,29";"4,39";"36,30";"18,92";"0,14";"2,37";"0,12";"0,07";"35,18";"0,11";"0,13";17
48;"320503";"gmina wiejska";"gm. Karnice";"gryficki";"zachodniopomorskie";"56,96";"0,38";"14,29";"85,71";"0,00";"99,62";"1,63";"3,81";"47,14";"19,56";"0,22";"1,85";"0,00";"0,00";"25,67";"0,00";"0,11";2
48;"320504";"gmina miejsko-wiejska";"gm. Płoty";"gryficki";"zachodniopomorskie";"49,89";"0,45";"37,50";"62,50";"0,00";"99,55";"2,08";"3,96";"46,31";"14,97";"0,17";"2,22";"0,11";"0,17";"29,46";"0,14";"0,42";10
48;"320507";"gmina wiejska";"gm. Rewal";"gryficki";"zachodniopomorskie";"85,56";"0,23";"25,00";"75,00";"0,00";"99,77";"2,18";"5,13";"29,16";"15,29";"0,10";"1,74";"0,06";"0,10";"45,89";"0,14";"0,20";3
48;"320508";"gmina miejsko-wiejska";"gm. Trzebiatów";"gryficki";"zachodniopomorskie";"59,33";"0,46";"33,33";"66,67";"0,00";"99,54";"1,92";"4,98";"37,93";"16,35";"0,18";"2,18";"0,15";"0,13";"35,89";"0,11";"0,18";11
48;"320601";"gmina wiejska";"gm. Banie";"gryfiński";"zachodniopomorskie";"49,87";"0,65";"25,00";"75,00";"0,00";"99,35";"2,24";"6,16";"52,67";"13,14";"0,08";"2,94";"0,08";"0,08";"22,36";"0,16";"0,08";4
48;"320602";"gmina miejsko-wiejska";"gm. Cedynia";"gryfiński";"zachodniopomorskie";"51,75";"0,57";"30,00";"70,00";"0,00";"99,43";"2,17";"4,68";"37,56";"20,03";"0,23";"1,60";"0,06";"0,23";"32,76";"0,34";"0,34";3
48;"320603";"gmina miejsko-wiejska";"gm. Chojna";"gryfiński";"zachodniopomorskie";"56,25";"0,32";"36,84";"63,16";"0,00";"99,68";"2,13";"6,43";"42,18";"15,82";"0,15";"2,18";"0,15";"0,19";"30,42";"0,14";"0,22";10
48;"320604";"gmina miejsko-wiejska";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"64,31";"0,34";"36,54";"63,46";"0,00";"99,66";"2,42";"6,44";"39,44";"14,54";"0,11";"1,65";"0,12";"0,13";"34,77";"0,14";"0,22";24
48;"320605";"gmina miejsko-wiejska";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";"55,79";"0,43";"61,54";"38,46";"0,00";"99,57";"1,40";"6,36";"40,75";"18,68";"0,20";"2,90";"0,10";"0,03";"29,29";"0,07";"0,23";6
48;"320606";"gmina miejsko-wiejska";"gm. Moryń";"gryfiński";"zachodniopomorskie";"53,02";"0,23";"0,00";"100,00";"0,00";"99,77";"1,64";"4,98";"44,20";"17,66";"0,23";"1,92";"0,00";"0,23";"29,03";"0,06";"0,06";4
48;"320607";"gmina wiejska";"gm. Stare Czarnowo";"gryfiński";"zachodniopomorskie";"60,09";"0,72";"38,46";"61,54";"0,00";"99,28";"2,23";"4,79";"47,97";"16,81";"0,17";"2,06";"0,00";"0,39";"25,38";"0,00";"0,22";3
48;"320608";"gmina miejsko-wiejska";"gm. Trzcińsko-Zdrój";"gryfiński";"zachodniopomorskie";"51,82";"0,50";"9,09";"90,91";"0,00";"99,50";"1,77";"5,32";"46,18";"19,43";"0,27";"2,78";"0,05";"0,14";"23,84";"0,00";"0,23";4
48;"320609";"gmina wiejska";"gm. Widuchowa";"gryfiński";"zachodniopomorskie";"51,48";"0,37";"37,50";"62,50";"0,00";"99,63";"1,89";"5,30";"47,74";"13,73";"0,18";"2,17";"0,05";"0,18";"28,57";"0,00";"0,18";4
48;"320701";"gmina miejsko-wiejska";"gm. Dziwnów";"kamieński";"zachodniopomorskie";"80,85";"0,22";"36,36";"63,64";"0,00";"99,78";"2,12";"3,71";"28,73";"15,63";"0,22";"1,98";"0,12";"0,10";"47,22";"0,08";"0,08";5
48;"320702";"gmina miejsko-wiejska";"gm. Golczewo";"kamieński";"zachodniopomorskie";"53,70";"0,47";"16,67";"83,33";"0,00";"99,53";"1,79";"4,61";"44,48";"16,20";"0,08";"3,46";"0,08";"0,16";"28,91";"0,12";"0,12";3
48;"320703";"gmina miejsko-wiejska";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"59,25";"0,44";"37,93";"62,07";"0,00";"99,56";"2,71";"4,05";"34,17";"14,16";"0,21";"1,81";"0,06";"0,17";"42,40";"0,09";"0,17";12
48;"320704";"gmina miejsko-wiejska";"gm. Międzyzdroje";"kamieński";"zachodniopomorskie";"68,27";"0,22";"20,00";"80,00";"0,00";"99,78";"2,58";"4,85";"31,38";"14,07";"0,16";"1,71";"0,04";"0,24";"44,88";"0,02";"0,07";5
48;"320705";"gmina wiejska";"gm. Świerzno";"kamieński";"zachodniopomorskie";"51,85";"0,64";"27,27";"72,73";"0,00";"99,36";"2,62";"3,21";"38,31";"19,36";"0,17";"2,86";"0,17";"0,12";"32,71";"0,17";"0,29";4
